taxonomy	P10T2	P10T3	P10T4	P11T1	P11T2	P11T3	P12T1	P12T4	P13T1	P13T4	P14T1	P14T4	P15T1	P15T2	P15T3	P16T1	P16T3	P16T4	P17T1	P17T2	P17T4	P18T1	P18T2	P18T3	P18T4	P19T1	P19T4	P1T1	P1T3	P1T4	P20T1	P20T2	P20T4	P21T1	P21T2	P21T4	P22T1	P22T4	P23T2	P23T3	P23T4	P24T1	P24T2	P24T3	P24T4	P25T1	P25T3	P25T4	P26T1	P26T3	P26T4	P27T1	P27T2	P27T3	P27T4	P28T2	P28T3	P28T4	P29T1	P29T2	P29T3	P29T4	P2T2	P2T3	P30T1	P30T2	P30T3	P30T4	P31T1	P31T2	P31T3	P31T4	P32T1	P32T3	P32T4	P33T1	P33T4	P34T1	P34T3	P35T1	P35T3	P36T1	P36T3	P36T4	P37T1	P37T3	P37T4	P38T1	P38T3	P39T1	P39T4	P3T1	P3T3	P3T4	P4T1	P4T3	P4T4	P5T1	P5T2	P5T3	P5T4	P6T1	P6T3	P6T4	P7T1	P7T3	P7T4	P8T1	P8T2	P8T3	P9T1	P9T2	P9T3	P9T4
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp_NSJ_43|t__SGB5087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00738	0	0	0	0	0	0	0	0.05341	0	0	0.09731	0	0	0	0	0	0.03231	0	0	0	0.65102	0	0	0	0	0	0	0	0.03471	0	0	0	0	0	0	0	0	0	0	0.00138	0.02212	0	0	0.05147	0	0	0	0	0.03026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB14246|o__OFGB14246|f__FGB14246|g__GGB38987|s__GGB38987_SGB53576|t__SGB53576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01019	0.03646	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432|s__GGB45432_SGB63101|t__SGB63101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05087	0	0	0	0	0	0.03569	0.00637	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04967	0	0	0	0	0	0	0	0.04274	0	0	0	0	0.02237	0.01259	0.00225	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047|f__FGB3047|g__GGB9557|s__GGB9557_SGB14966|t__SGB14966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103	0.00959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00095	0	0	0.03166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19747	0.03727	0	0	0	0	0	0	0	0.02184	0	0	0	0	0.07005	0.0863	0	0	0	0	0	0	0	0	0	0.10537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08516	0	0	0	0	0.47526	0.08792	0.201	0	0.06193	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_SIT11|t__SGB29511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_argi|t__SGB4797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0	0.01101	7.32087	0	0	0	0	0	0	0	0	0	0	0	0.59119	0	0	0	0	0	0	0	0	0.00044	0	0	0.14834	0	0	0	0	0.0088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00593	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00415	0.23539	0	0.06648	0	0	0.16085	0.17316	0	0	0.06574	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06771	0.02292	0.58565	0.91378	0	0	0.2517	0	0.00441	0	0.1973	0.00566	0	0.09321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38107	0.0181	0.06745	0.32825	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32875	0	0	0	0	0	0	0	0	0	0	0	0.10683	0.05821	0.02595	0.00627	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05682	0	0	0	0	0	0	0	0	0.00766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00519	0	0	0	0	0	0	0	0	0	0	0	0	0.01848	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_bouchesdurhonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00415	0.23539	0	0.06648	0	0	0.16085	0.17316	0	0	0.06574	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06771	0.02292	0.58565	0.91378	0	0	0.2517	0	0.00441	0	0.1973	0.00566	0	0.09321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38107	0.0181	0.06745	0.32825	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32875	0	0	0	0	0	0	0	0	0	0	0	0.10683	0.05821	0.02595	0.00627	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Arachnia_SGB15899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB4304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_bouchesdurhonensis|t__SGB17152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens|t__SGB14797_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00415	0.23539	0	0.06648	0	0	0.16085	0.17316	0	0	0.06574	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06771	0.02292	0.58565	0.91378	0	0	0.2517	0	0.00441	0	0.1973	0.00566	0	0.09321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38107	0.0181	0.06745	0.32825	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32875	0	0	0	0	0	0	0	0	0	0	0	0.10683	0.05821	0.02595	0.00627	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Arachnia_SGB15899|t__SGB15899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_timonensis|t__SGB33750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB42691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104	0	0	0	0	0	0	0	0	0.01587	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0.07056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00429	0.01174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00897	0.1108	0.12349	0	0	0	0	0	0	0	0	0	0	0	0.08165	0.02058	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06161	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104	0	0	0	0	0	0	0	0	0.01587	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0.07056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00429	0.01174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00897	0.1108	0.12349	0	0	0	0	0	0	0	0	0	0	0	0.08165	0.02058	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06161	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691|f__FGB42691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104	0	0	0	0	0	0	0	0	0.01587	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0.07056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00429	0.01174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00897	0.1108	0.12349	0	0	0	0	0	0	0	0	0	0	0	0.08165	0.02058	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06161	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83348	0.31509	0.0812	0	0	0	0.90181	0	0	0	0	0	0.01303	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	4.14503	0	0.26433	0	0.01686	0	0.67813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02383	0.33694	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02589	1.73272	0	0	0	0	0.05757	0	0	0	0	0	0	0.03141	0	0.00885	1.17376	0.3379	0.16541	0.57136	0.63798	0.96216	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3605	0	0.16067	0	0	0.01683	2.37254	1.73407	0	1.56356	0	0	0	0.05972	0	0	0.68957	0	0	0	0.10308	0	0	0.25262	0	0	3.62606	0.02036	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13398	0	0	0	0	0	0.0244	0	0	0	0	0	0	3.54973	0	0	0	0	0	0	0	0	0	1.40453	1.61769	0	0	0	0	0	0	0.07471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10981	0.00102	0.3841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03554	2.04279	1.16398	0	0	0	0	0	0	0	0	0.41433	2.32322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03888	0.10743	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21678	0.06468	0	0	0	0.00462	0.04305	0	0	0	0	0.01181	0	0	0	0	0	0	0	0	0	0	0	0.02096	0	0.08728	0.00209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168	0	0	0	0	0	0	0	0	0	0	0.00506	0	0	0.00123	0	0	0.00103	0	0	0.26274	0	0.84815	0	0	0.01016	0.11378	0.01975	0	0.00716	0.15302	0.02974	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39521	0.24251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1397	0.00302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00798	0.10497	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04872	0.0707	0.0892	0	0	0	0.06127	0	0	0	0.02271	0	0.10073	0.0095	0.81837	0.46986	0.02626	0	0.20739	0.07608	0	0.20038	0.01798	0.07181	0.06943	0.11811	0.00929	0	0	0	0.09307	0	0	0.01433	0.17058	0	0	0	0.00555	0	0	0.00678	0	0	0	0.14301	0	0	0	0	0	0.04726	0.10804	0.02221	0	0.0003	0.04412	0	0	0	0.0887	0	0.15334	0.08282	0.03478	0	0.10437	0.17575	0.01175	0	0	0.07823	0.08092	0	0	0	0	0	0	0	0	0.20546	0.77804	0.00421	0	0	0	0.02219	0.01918	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691|f__FGB42691|g__GGB51441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104	0	0	0	0	0	0	0	0	0.01587	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0.07056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051	0.01305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0.01405	0	0	0	0	0	0	0	0.00651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00514	0	0	0	0	0	0	0.0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09262	0.02215	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00429	0.01174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00897	0.1108	0.12349	0	0	0	0	0	0	0	0	0	0	0	0.08165	0.02058	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06161	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00414	0	0	0	0	0.01934	0.05441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93666	0	0	0	0	0	0	0.18872	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36721	0	0.66605	0	0.01561	0.36686	0.36228	0	0	0	0	0	0	0	0	0	2.60603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Massilioclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00368	0	0	0	0	0	0.00537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215	0	0.001	0	0	0	0	0	0	0	0	0	0.00573	0	0	0	0	0	0	0	0	0	0.02049	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0.0142	0.00099	0	0.03267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Bittarella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00287	0	0	0	0.00868	0.05619	0.01992	0	0.04046	0	0	0	0.02438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00266	0	0.011	0.01393	0.00104	0	0	0	0	0	0	0.02154	0	0	0	0.0013	0	0	0	0	0	0.0004	0.00557	0	0	0	0.00447	0	0	0	0	0	0	0	0.03592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01527	0.00863	0.00605	0	0	0	0	0.0364	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57427	0	0	0	0	0	0	0	0	0.2825	0	0	0	0	0	0	0	0	0	0.36297	0	0	0	0.00693	2.32919	0.07239	1.49274	0.71834	0	0.19482	0	0.88584	0	7.89285	0	0	0.11288	0	0.33488	0.70212	0	0	0	0	0	0	0	0	0	0	0	0.0585	6.08128	0.93954	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01237	1.36723	0	0.47114	0.46149	0	2.04545	0	0	0	0.05116	0	0	0	0.17544	0.03546	0	0	0	0.76127	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9632|s__GGB9632_SGB15089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83348	0.31509	0.0812	0	0	0	0.90181	0	0	0	0	0	0.01303	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	4.14503	0	0.26433	0	0.01686	0	0.67813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02383	0.33694	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02589	1.73272	0	0	0	0	0.05757	0	0	0	0	0	0	0.03141	0	0.00885	1.17376	0.3379	0.16541	0.57136	0.63798	0.96216	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3293|s__GGB3293_SGB4348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3605	0	0.16067	0	0	0.01683	2.37254	1.73407	0	1.56356	0	0	0	0.05972	0	0	0.68957	0	0	0	0.10308	0	0	0.25262	0	0	3.62606	0.02036	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13398	0	0	0	0	0	0.0244	0	0	0	0	0	0	3.54973	0	0	0	0	0	0	0	0	0	1.40453	1.61769	0	0	0	0	0	0	0.07471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
