Gene Family	P10T2	P10T3	P10T4	P11T1	P11T2	P11T3	P12T1	P12T4	P13T1	P13T4	P14T1	P14T4	P15T1	P15T2	P15T3	P16T1	P16T3	P16T4	P17T1	P17T2	P17T4	P18T1	P18T2	P18T3	P18T4	P19T1	P19T4	P1T1	P1T3	P1T4	P20T1	P20T2	P20T4	P21T1	P21T2	P21T4	P22T1	P22T4	P23T2	P23T3	P23T4	P24T1	P24T2	P24T3	P24T4	P25T1	P25T3	P25T4	P26T1	P26T3	P26T4	P27T1	P27T2	P27T3	P27T4	P28T2	P28T3	P28T4	P29T1	P29T2	P29T3	P29T4	P2T2	P2T3	P30T1	P30T2	P30T3	P30T4	P31T1	P31T2	P31T3	P31T4	P32T1	P32T3	P32T4	P33T1	P33T4	P34T1	P34T3	P35T1	P35T3	P36T1	P36T3	P36T4	P37T1	P37T3	P37T4	P38T1	P38T3	P39T1	P39T4	P3T1	P3T3	P3T4	P4T1	P4T3	P4T4	P5T1	P5T2	P5T3	P5T4	P6T1	P6T3	P6T4	P7T1	P7T3	P7T4	P8T1	P8T2	P8T3	P9T1	P9T2	P9T3	P9T4
K09051	0	0	0	0	0.0697944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180075	0	0	0	0	0	0.115184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09067	0	0	0	0	0	0	0	0	0	0	0	0	0.0375602	0	0	0	0	0	0	0	0	0.0990703	0	0	0	0	0	0	0	0	0	0	0.0228988	0	0	0	0	0	0.0374103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09074	0	0	0	0	0.552298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09075	0	0	0	0	0	0	0	0	0	0	0	0	0.0913502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151436	0
K09077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09083	0	0	0	0	0	0	0	0	0	0	0	0	0.292188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0747451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09102	0	0	0	0	1.07565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.750518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0923419	0	0.292872	0	0	0	0	0	0.267006	1.3014	0	0	0	0.36632	0	0	0	0	0	0	0	0	0	0	0.506994	0.219918	0	0	0	0	0	0	0	0	0	0.1705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.505813	0	0	0	0	0	0.346145	0.192796	0	0	0	0.393263	0	0	0	0	0	0	0	0	0	5.95726	0	0	0	0	0	0	0.370867
K09117	4.42941	0.833542	0	0	2.20817	0.371638	9.58331	7.50588	0	3.4459	12.5294	8.28901	2.70852	3.07935	0.561503	0	15.1227	32.8184	24.7309	2.15114	0.863245	11.103	28.8568	12.7807	9.39701	1.02755	19.8901	4.05991	29.4349	14.8709	31.827	0.390291	6.07799	8.21087	5.65149	5.22361	11.6806	3.1236	2.9142	50.7721	28.9094	5.2502	8.3148	14.7378	22.0245	0.315951	0.172337	0.599564	1.13255	0.261886	0.764165	27.5592	3.73275	21.0632	10.4195	2.0991	17.9189	6.03956	14.9011	64.8676	30.5873	8.16831	122.15	0.658141	42.2273	5.1718	43.305	28.3049	20.8187	12.9564	2.31587	12.4036	4.32055	6.06133	4.31828	0	17.2805	0.918962	15.9573	4.17525	0.279776	4.78499	0	13.6243	14.1609	17.1884	9.352	3.16891	11.8868	11.6095	0.577835	7.71545	19.2072	2.45618	39.6105	12.9502	8.38714	59.1183	0	3.93146	0.539949	12.0448	4.997	3.23374	10.127	0.69462	0.627798	8.41168	56.1869	0	6.96073	3.89983	0.136713	2.00614
K09118	0	0.906079	0.529346	0.277476	1.21883	8.86838	3.57217	2.84104	3.09692	151.276	1.74808	0	2.47521	121.253	2.89701	0	38.5399	111.541	53.0808	0	18.1226	12.4764	19.804	18.835	29.6817	6.52506	0	0.47748	35.5748	144.503	113.028	1.63474	25.2555	47.1052	121.962	4.76172	27.4581	1.44811	1.47121	80.7262	42.4024	44.3957	4.31177	2.4704	19.3001	5.28911	15.8937	45.0136	75.5183	53.4466	2.55028	11.1023	11.2194	0.270205	1.49692	1.41534	11.8527	2.3331	53.8218	25.2255	8.74047	2.95585	0.586415	139.901	29.0626	5.34998	36.1875	19.176	1.35433	15.9333	0.116143	2.95515	14.5757	1.10936	8.90389	7.75997	16.6882	5.44823	6.34835	35.947	0	1.82516	3.36634	10.5802	41.6927	10.7598	8.89577	16.01	34.5059	10.4767	38.8002	25.9843	12.8364	0	38.2311	8.1856	36.3122	10.1731	0	17.707	13.713	27.7556	4.17228	5.52471	13.5872	0.21166	86.9379	0	0.304855	0.217311	1.14879	54.5092	39.8821	1.05645
K09119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38938	0	0	0	0	0	0	0
K09121	0	9.39319	4.32601	2.75891	11.4896	4.09231	1.10649	7.65045	0	3.00219	6.84427	156.32	1.93702	5.86286	5.46209	0	12.9779	27.3345	17.5326	3.67035	16.497	20.6871	16.3986	10.5129	6.39842	13.5785	36.4034	4.66131	23.3477	14.3574	39.9586	1.32191	8.7299	13.319	5.62227	1.81394	21.5974	3.01466	6.91642	33.0364	25.997	10.2834	16.0341	14.6953	13.7485	2.37504	12.6073	2.71149	0.71877	1.6913	20.5647	13.2568	5.88549	21.0865	15.8208	2.49514	18.1457	6.3925	5.08441	23.996	15.94	6.09975	0	2.78446	37.2032	6.49273	29.3256	34.3946	1.83989	21.4893	15.637	18.4979	15.6016	14.2875	37.9531	44.1018	19.8996	7.71041	31.428	0.731358	7.11812	5.20555	1.3468	7.21281	10.8005	13.8397	10.5281	4.54171	9.09749	7.8094	5.32705	7.80871	16.4757	4.17146	22.7605	3.56015	10.5582	4.63859	3.62672	16.1113	9.70678	26.2005	13.4588	12.4374	4.76575	1.45192	15.5092	0.147036	0.546709	5.96582	1.69237	0.33331	0	2.98592
K09123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09124	0	0	0	82.997	0	0	6.16017	0	0	0	0	0	0.250474	0.314196	0	0	0	0	3.34987	2.27566	6.82381	11.4543	1.41452	1.35182	0.670949	3.60915	0	2.40011	0	0	9.911	0	7.21043	24.6499	10.7577	0	3.52772	1.80563	0	0.250191	0	11.1633	5.78174	3.86806	0.827529	1.12829	0	0	1.70137	0.485806	0	7.06712	17.7212	0	0	0	11.8422	5.72354	0	0	0	0	0	0	1.82155	6.74271	0	0	1.36611	2.26316	0.530786	0	12.2149	8.54557	11.1905	0.610594	0	0	0	2.49508	0	0.462139	0.898898	0	8.75431	23.1441	23.1861	0.176482	0	34.0496	1.69054	7.92108	1.3056	0	0	0	0	0	4.30002	10.4559	14.8684	0	0	0	0	5.18741	10.6885	0	0	0	0	0	0	0
K09125	11.3038	2.22976	1.74085	0	0.669973	15.5416	0	0.191679	0.35381	5.66494	0.289894	1.95514	0	1.46646	36.7196	0	0.265885	0.248526	0.417882	0	1.71993	1.90668	1.83432	0	0	0	1.60195	0.238005	0.0614139	0	0.302084	0.359523	0.442469	2.52088	2.62915	0.208673	1.88051	0.0812834	3.75408	1.044	3.45255	4.01375	4.42854	0.388729	0	0	2.03767	0	0.641248	0.0960016	0.217109	0.348196	12.5074	0.827335	1.26457	2.95076	1.46485	1.95414	2.0943	5.11105	2.15142	3.78107	0	10.9741	3.06267	1.5137	1.21179	1.11153	0	1.07956	0.456711	0	1.38695	0	0	0	1.17559	1.42968	0	0.200853	0.0521895	1.99678	4.48032	2.68938	0.349428	0.151494	0.388659	2.64533	0.927026	9.66787	0.508008	1.25805	0.416924	0.298387	1.46699	0.602158	0.447855	0	0	0	0.0936944	1.51459	0.744173	0.518699	6.79188	0	0	1.92268	0	0	1.14139	0	0	0
K09126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274779	0	0	0	0	0	0	0
K09128	6.51043	0	0	2.87711	0	1.35975	0	0	0	0	1.90275	14.7828	0	0.107744	0	0	0	0	0	0	3.23086	0	0	0	0.097338	0.231448	1.26032	0	0	0	0	0.949791	1.00974	0	0	0	0	0	5.70573	0.200724	9.44526	0	0	0	0.134924	0	0.449308	0	0	0	0	0	0	0	0	0	0	0	9.09019	0	0	0	0	0.231054	0	0	0	4.39963	0	8.85426	13.0976	3.98495	11.1377	5.2003	13.1976	0	0	0	0	1.11616	0.982509	0	1.1324	0.952261	0	0	0	0	0.139118	0	0	0	0	0	1.94156	1.84124	3.23406	3.11468	2.29579	7.97396	1.73147	11.199	9.25018	10.6098	0.163294	0	0.726368	2.94145	0	0	0	0	0	0.143396
K09131	17.0748	4.00842	3.65282	0	0	28.0591	0	2.59082	1.17168	9.57635	0	0	0.323382	4.15324	42.292	0	0	1.80969	0.915214	0.103191	3.90232	4.03947	2.26854	0	0.382497	0	1.60685	0	0	0	0	0	0	2.41123	7.45682	0.325606	2.01807	0.107248	6.16221	2.81561	9.69619	3.94491	8.6186	2.16311	0	0.442035	3.38686	0.311393	1.3234	0.35655	0.200626	0.782734	4.87997	1.29858	2.98074	29.4998	1.56077	1.13837	0	7.39839	6.62887	8.36896	0	13.2449	6.53939	5.48345	4.38622	0.385881	0	3.3444	1.8394	0	0.957339	0.835756	0.418946	0	1.25854	3.51917	0.190152	0	0	9.30022	0	16.8605	0	0.552628	2.68467	2.51337	0.407067	8.69544	1.85091	1.32625	0.196977	1.92796	0.498054	0	0.779146	0	0	0	0	2.19304	0.328564	0	6.61199	0	0	1.57723	0	4.47397	4.36601	0	0	0
K09136	2.45788	0.852452	0.489021	0	0	3.68877	0	0.391695	0	1.33242	0	0	0	0.671618	1.0255	0	0.105492	0	0.048857	0	0.463685	1.62576	0.720059	0	0	0	0.305418	0.0862034	0	0	0	0.780565	0.853831	0.757015	0.225121	0.0491259	0.605125	0.226213	1.9787	0.558666	1.51595	0.900808	2.74911	0.559081	0	0.0898682	0.565934	0	0.0774689	0	0	0.262292	3.1182	0.0960472	0.462415	3.98105	0.392468	0.633034	0	2.69213	0.629378	1.41808	0	7.24898	47.5776	0.234528	0	0.947852	0	0.455155	0.16249	0	0.673618	0.326336	0	0	0.251306	0.745755	0	0	0	0.452715	0	0.911844	0.449375	0.107671	0.778103	0.246974	0.0703584	1.22185	0.150366	0.457356	0	2.92405	0.186682	0	0.0657881	0	0	0	0	0.735753	0.0437263	0	1.85019	0	0	1.29532	0	4.79323	0.266593	0	168.822	0.426417
K09137	0	0	0	2.39346	0	1.38575	1.10821	0	0	0	0	0	0	0	1.13778	0	0	0	0	0	4.01274	0	0	0	0	0	0	0	0	0	0	1.52584	0.477953	0	0	0	0	0	2.95925	0	7.49352	0	0	0	0	0	0	0	0	0	0	0.370268	0	0	0	0	0	0	0	0.186843	0	0	0	0	0	0	0	5.88846	0.271168	6.33392	12.7868	7.71802	12.8865	8.73447	18.0192	44.9226	10.1462	3.24287	19.6374	0	0	0	0	0	0	0.677662	0	0	0	0	0	0	0	0	0	0	0	2.28305	2.17936	8.53903	1.76208	14.0053	9.60179	9.27137	0	0	0	0	0	0	0	0	0	0.755444
K09138	1.49349	1.53871	1.14502	1.59508	0.176039	0.491411	1.55879	0.999966	0	0	0.881979	0	0	0	0	0	0	0	0	0.180773	1.20348	0	0.887564	0.919465	0	17.2089	7.22511	0	0.506886	0.530111	0.634473	0.0842298	0	0.461051	0.0731995	0	1.0057	0	0.154695	3.13281	0.952469	0.236472	0.0940691	0	0	5.21933	5.09416	0.193655	6.76698	1.43683	0.819226	0.221212	0.134325	0	0.823192	0.291484	0.293894	0.314645	0	1.26344	1.84059	0.202226	0	0.12893	2.312	0.400642	0.71577	0.879631	0.432723	0.25229	0	0.265072	0	0.281361	0.649597	0	0	0.600165	1.36347	2.74404	6.93149	0	0.895415	0.738803	0	0	0	1.55379	1.12448	0	0.239808	0.324329	0.163333	0.476424	1.10711	0.565654	4.65037	1.49303	0.296386	0	0	1.53657	0	0	0.23353	0.312708	1.00639	1.59274	1.99363	0	0	0	0	0
K09140	0	0	0	0	0.421327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236407	0	0	0	0	0	0	0
K09142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515647	0.263074	0.666755	0	0.11818	0	0	0.473728	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136078	0	0	0	0.324341	0.285409	0	0.411155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197417	0	0	0	0	0	0	0	0.253819	0	0	0.178461	0	0	0	0	0	0	0	0	0	0	0	0	0.113723	0	0	0	0
K09155	0	0	0.603443	1.7151	0	1.11515	8.02244	0	0	1.65804	0	0	45.0378	0	0	0.583861	0.705684	0	0	0	2.10814	0.416252	0.5246	0	0	0	0.826934	0	0.293914	0.318098	0	0.922948	0.579449	0	0	0	0.625877	0	7.73413	0.15191	4.05819	0	0	0	0	0	0	1.54217	0	0	0.579645	0	0.300762	0	0	0	0	0	1.49991	1.03605	0.330178	0	0.436684	0	0	0	0	3.96305	13.3108	6.1966	8.64153	4.46351	10.2947	7.1093	14.5859	32.1293	6.10685	3.26139	14.7782	0	0	0	0.175647	0	0	0	0	0.210033	0	0	0	0	0.183565	1.14053	3.06622	2.28446	0	2.44698	1.12113	6.73914	1.53713	9.83862	7.68881	5.79126	0.741078	0.297777	0	0	0	0	0	0	0	0
K09157	1.36566	18.5354	23.7166	30.4178	1.14267	26.3781	26.5537	52.453	28.1516	244.334	8.19814	1.39194	127.256	158.482	13.4408	2.97529	86.296	173.507	101.908	34.558	42.6187	34.6241	55.4717	54.8533	64.9321	30.9314	8.03598	14.3766	78.4658	240.289	160.747	5.72279	75.0217	103.145	142.031	20.0592	112.866	16.607	53.0989	129.131	89.3942	85.9665	16.1034	48.7452	43.4713	22.4555	39.9742	141.912	188.214	128.971	44.9923	67.9839	41.406	28.8489	14.261	9.34575	47.8069	24.3966	121.558	80.3362	45.9266	18.6536	2.61429	195.015	131.397	28.3662	55.4769	49.9795	41.7303	67.4254	23.6251	48.3624	42.1112	27.9149	78.7671	56.9589	57.8223	26.8736	96.8235	74.9926	47.0036	14.2816	11.2389	21.6503	119.18	48.161	35.7999	43.0465	81.2271	31.8961	68.7457	55.3066	66.6913	47.1518	80.8849	88.0404	54.6425	17.2755	11.1797	88.5816	81.575	76.9027	33.1519	32.1871	58.3145	49.1607	135.563	121.062	94.8308	38.9366	43.0762	85.7154	202.502	39.6636
K09158	13.4666	4.0492	1.88085	0	0.0403347	15.5228	0	0.827462	0.547607	7.53975	0	0	0.199653	2.60206	44.1688	0	0	0	0.189	0	0	2.89082	2.8156	0	0	0	0.992056	0.788205	0	0	0	0	0.361529	2.96305	3.34278	0	1.74678	1.0475	5.19337	1.18555	4.96513	3.92032	9.17612	0.253075	0	0	1.19487	0	0.204264	0.220131	0	0.670872	4.00536	0	1.48971	19.0785	0.500167	2.08143	0	10.4839	1.47663	6.55024	0	8.08367	1.89193	3.87754	3.95985	1.1912	0	0.950734	0.858053	0	1.73908	1.8609	0	0	0.378166	2.81174	0	0	0	4.68031	0	12.9215	0.559157	0.909835	3.05998	2.80018	0.670185	8.26622	0	1.28675	0.486447	4.47017	0.221304	0	0.767057	0	0	0	0.51817	1.10264	0.612813	0	4.54142	0	0.133891	1.34896	0	45.99	1.90678	0	0	0
K09159	18.3211	2.68024	4.47415	0	0.24777	28.8639	0	2.44232	1.40998	8.57488	0	0	0.328002	3.81516	62.3411	0	0.858723	0.574687	0	0.0573284	5.14001	7.22485	5.27829	0	0	0	3.20395	0.426511	0	0.0408142	0	0.600724	0	3.25103	7.3459	0.126328	2.54197	0.129062	5.57945	0.425263	13.398	5.27614	21.0541	1.50303	0.214393	0.26597	5.10096	0	0.597214	0	0.241431	1.74351	5.03992	1.31654	3.21564	32.8116	0	2.0679	0	6.17993	6.17144	9.86547	0	17.1062	4.75927	5.37643	9.12786	3.73209	0	3.93476	1.20107	0	1.01692	0	0	0	0.737104	3.51606	0.228827	0	0	8.89536	0	0	0.181647	0.665027	4.73125	7.03136	0.979907	13.8516	0.556842	2.10944	0	1.11214	0	0	0.441668	0	0	0	0	3.66595	0.597233	0.69814	10.7436	0	0.245089	1.29906	0	0	3.91931	0	0	0
K09160	11.8332	2.04975	1.48589	0	0	15.2092	0	0.39078	0.747815	3.94318	0	0	0	1.80797	31.3395	0	0	0	0.291018	0	1.21687	2.90446	0.932449	0	0	0	0.974575	0.489395	0.229608	0	0	0.371834	0.3831	2.12957	3.77059	0.103436	1.17652	0.110633	4.7791	1.55493	7.1565	2.24571	7.31125	1.20789	0	0.400127	1.22962	0	0.152551	0.349582	0	0.855753	4.01117	0.192511	2.17142	14.6117	0.529476	0.688599	0	9.14113	1.59188	4.62648	0	6.04864	2.60114	4.07812	3.97238	1.1423	0	1.79566	0.752099	0	0.606768	1.43014	0	0	0.809645	2.68795	0	0	0	4.58097	0	15.0705	0.911976	0.789999	2.46813	1.91644	0.258629	8.09246	0.440989	1.74708	0	2.36949	0	0	0.936214	0	0	0	0	2.35922	0.33913	0	5.82887	0	0	0.749444	0	23.1077	1.2883	0	0	0
K09161	10.8638	2.2633	1.17168	0	0	16.4466	0	0.401521	0.480861	4.15012	0	0	0	1.84507	22.4991	0	0.317832	0.226066	0	0	1.59214	1.13864	1.888	0	0	0	1.33476	0.145457	0	0	0.0782669	0	0	2.01798	3.71597	0.0890868	2.33846	0.376707	3.64466	1.21754	5.75694	3.88709	5.37996	0.98136	0	0	2.11807	0	0.339457	0.219494	0	0.222978	2.83837	0.168417	1.22653	10.3833	0.166241	0.778655	0	9.28636	2.71236	4.18174	0	7.18562	2.87381	1.63505	3.20968	0.912796	0	2.01965	1.26723	0	0.972673	1.26558	0	0	0.751369	3.31336	0.121766	0	0	3.47638	0	17.8169	0.164073	0.151201	0.983145	2.72484	0.603675	5.98478	0	0.649747	0	3.63076	0	0	0.449633	0	0	0	0	1.39264	0.20368	0	4.37317	0	0.319778	1.01674	0	15.0043	1.28225	0	0	0
K09163	0	2.87922	3.3683	0.753265	0	0	0.373157	0.23231	0.136026	0	7.45029	0.407832	0.351055	0.157004	3.39701	0	0	0	0	0.629488	1.24351	0.528039	1.9282	4.25146	0.518814	0.531225	6.20097	0.936859	0.188028	0	1.59974	0	0	0	0.398276	0	0	0	0.584868	0	0.317393	0.41525	0.43981	0	0.709712	1.29622	0.206329	0	0	0.525853	1.70296	0.233508	0.843042	0	0	0	0.86455	0.673132	1.30582	0.315707	1.83348	1.29205	0	0	4.93746	2.04098	2.85003	11.3518	1.71887	0	0.180838	0.112422	0.801112	2.33296	3.3461	0	0	0.571895	1.71824	1.10823	6.7754	2.51423	1.44617	2.48619	0	3.92139	1.20114	4.59401	1.97259	3.8104	0.52701	0.528359	0	0.380441	1.29249	3.07289	10.6216	1.15034	1.69848	0.443757	0.210027	1.84306	0.293781	0.417503	0.44618	0.469435	0.820212	0	0.880386	1.37648	0.389801	0	0	2.31403
K09164	0	0	0	0	0	0	0	0	0	0	0	0	0	21.8534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.520193	0	0	0	0	0	0.644005	0	0
K09167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19178	0.227911	0	0	0	0.155793	0	0	0	0	0	0	0.235066	0	0.147665	0	0	0	0.0656468	0	0	0	0	0	0	1.13798	0	0	0	0.52021	0.688498	0	0	0	0	0	0	0	0	0	9.47259	0	0	0	0	0.185175	0	0	0	0	0	0	0	0	0	0	0.596409	0	0	0	0	0	0.161831	0	0	0	0.123009	0	0	0	0	0	0	0	0	0	0.324837	0	0	0	0	0	0.10379	0	0	0	0	0	0	0	0	0	0	0	0	0
K09171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0199452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09175	0	0	0	0	0.64732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.439851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09181	5.64298	1.25111	0.771855	0	0	16.1968	0	0.43423	0.309801	2.6574	0	0	0.186258	1.33332	23.1329	0	0.174257	0.0504413	0.362179	0	1.37726	1.24952	1.02702	0	0	0	0.425724	0.0868132	0	0	0.0488523	0.561871	0	0.46325	2.65781	0.0287157	0.910036	0.022183	2.70219	0.0918509	2.98829	2.70366	1.83846	0.109096	0	0.065211	1.00096	0	0.0686699	0.0448322	0	0.4741	1.34493	0.0677443	0.7463	7.56029	0	1.30394	0	0.494342	1.73647	3.00894	0	7.33004	1.98831	1.61544	2.88455	0.118541	0	1.11435	0.451374	0	1.34765	0	0	0	0.066193	0.873051	0	0	0	2.35428	6.0095	2.38788	0.0474088	0.283972	0.287789	1.35059	0.47535	7.01111	0.482756	0.170846	0	0.501889	0	0	0	0	0	0	0	0.881423	1.1795	1.10568	2.01844	0	0	0.81147	0	0	1.11887	0	0	0
